Month,Years,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9,Path_10,Path_11,Path_12,Path_13,Path_14,Path_15,Path_16,Path_17,Path_18,Path_19,Path_20,Path_21,Path_22,Path_23,Path_24,Path_25,Path_26,Path_27,Path_28,Path_29,Path_30,Path_31,Path_32,Path_33,Path_34,Path_35,Path_36,Path_37,Path_38,Path_39,Path_40,Path_41,Path_42,Path_43,Path_44,Path_45,Path_46,Path_47,Path_48,Path_49,Path_50,Path_51,Path_52,Path_53,Path_54,Path_55,Path_56,Path_57,Path_58,Path_59,Path_60,Path_61,Path_62,Path_63,Path_64,Path_65,Path_66,Path_67,Path_68,Path_69,Path_70,Path_71,Path_72,Path_73,Path_74,Path_75,Path_76,Path_77,Path_78,Path_79,Path_80,Path_81,Path_82,Path_83,Path_84,Path_85,Path_86,Path_87,Path_88,Path_89,Path_90,Path_91,Path_92,Path_93,Path_94,Path_95,Path_96,Path_97,Path_98,Path_99,Path_100
1,0.08333333333333333,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226,4.021889304190226
2,0.16666666666666666,4.064134046398327,3.9377159774980277,4.09419158628918,4.268463576716853,3.9186253903650985,3.918628658985145,4.279649060488253,4.118031894777252,3.8717752529894263,4.0732615198036015,3.8729810820115347,3.872520773076239,4.013415410688889,3.5843274705891646,3.6218286050605757,3.8532970538189972,3.763598182359214,4.027806667219669,3.7844642513181883,3.6840670550648684,4.257039557171529,3.920293184825013,3.978687275049154,3.6815894784850736,3.856861727267833,3.9873266774091185,3.736091373420225,4.0400409044193655,3.845661708649342,3.9071696582024904,3.8454490956459377,4.33401373444742,3.962555895704916,3.7546630465271678,4.129003799192948,3.7221848995454145,4.006825784306337,3.5750916943055246,3.700814066103513,4.004436230685769,4.1122646164515295,3.999360829969613,3.942218608102138,3.9052962290047706,3.6708836341626534,3.821929042841986,3.8735343384754763,4.175705873669652,4.0336541406856545,3.6142388192892483,4.029765046469356,3.8885769049822216,3.83047443934131,4.087021895761578,4.170505096009623,4.1506519272538585,3.798162970403819,3.9036818691894246,4.031194407917627,4.159464662229567,3.8698441062882316,3.9282801559949974,3.744982469435347,3.727089893118016,4.1270090953336185,4.235257335137298,3.950906543863359,4.165036756700207,4.037241297557246,3.8368059588782506,4.037193432352256,4.271451267548842,3.9581104447212625,4.276748481701985,3.4436771497994583,4.1288759020274926,3.9825732920012222,3.9057135910436016,3.983511745733601,3.5695373149019614,3.9215085143433255,4.036340721707782,4.2594774731545275,3.8620604747099283,3.8042798057885676,3.8653480880798945,4.14749077073973,4.030694228956868,3.8597729297260006,4.067429644368136,3.9845702637782936,4.158090911770723,3.8254710816718926,3.9000086982746165,3.8871781216767007,3.673871391127944,4.0241977457831295,4.017216642449144,3.9662611023706407,3.9185390332127112
3,0.25,3.922790875947079,3.7907768160417716,3.679268577320455,4.1452839418335925,4.008228587581377,3.60809534614061,4.431279775072753,4.158281486201286,3.669015596341687,3.988162147131602,4.1352468063424,3.9623825213287325,3.958432768849403,3.4812808147988843,3.5813469018156074,3.6949361381295494,3.2878768659977347,4.378174422127619,3.7592691108943406,3.707533016911734,4.188151964735471,3.7172360991581646,3.8849735877396494,3.306822916475686,4.254489248256724,3.6845403965474226,3.4743135806122427,3.8954685498593475,4.046143715024516,3.8535940604450674,3.542693781343403,4.52654883225139,4.051684737862338,3.805920886448852,4.21467294816519,4.143529649930853,4.385738546712532,3.382547138732316,3.968606596408413,4.024114975595743,4.154785629174497,3.6052836600440306,3.851693958775925,3.6867846701837905,3.780091601983974,3.979209263582885,3.4035715766463195,4.114173390913533,4.200528971883948,3.521285836413432,4.1183397005873035,3.902165095510579,3.842312880664373,3.976013548811741,3.8708357104432647,3.869981889377161,3.883386932490019,3.8511016962847364,3.946801763641191,4.017857176039077,3.7526254614068075,4.080476120003954,3.6220840352284482,3.403711388811385,4.218248992856388,4.137123832575789,3.9005882434313133,4.428417757933956,3.976348900465983,3.838166615048782,3.7453648525827705,4.170278125125344,4.023032696472568,3.9092702469887017,3.428409062202642,4.091947610293415,3.9341478553677636,4.05602159148344,3.9935278406738495,3.8085881006431483,3.666918139100063,4.006648135111469,4.218968196366232,3.592533818485836,3.9387200104930096,4.272441507361603,4.087031387220647,4.074600455824631,3.8202732193262605,3.868297457355105,3.5649138521416033,3.9602893439658726,3.4917002401517157,4.183295671063287,3.8078111530062153,3.549022470635051,4.144702596788189,3.7368361421430842,3.756759828791862,3.875613619861082
4,0.3333333333333333,3.6910436716606765,3.633823833395407,3.464323583725955,4.070477806624566,4.150724238647594,3.3586588584895556,4.533517190236467,3.9053473937056626,3.4041374884884705,4.055128069404675,4.222476002762068,4.035964091043,3.599366359106319,3.293069284938725,3.650207068168445,3.607505535295272,2.978820218658834,4.372240246100521,3.5206813351422137,3.9700336828221245,4.399604686176909,3.7420574556846713,4.0604837742538855,3.22500409208919,4.310177148446108,3.8838521830439063,3.428152156048969,3.7482981043532355,3.6092337084457777,3.7408768194554955,3.6117373418699783,4.617530615179283,4.055759561722531,3.601855377275894,3.7230001178232928,3.9478202552672004,4.227528660664013,3.225131515799463,3.995686084780645,4.323985382876005,4.082573230016954,3.4665158486020635,3.7038274802883895,3.615913077083282,3.5187955039894985,3.906770881008597,3.39857550103733,4.0592627422463226,4.194883989044943,3.512588699993424,3.6678185843114677,3.9330668260452826,3.612260143767057,3.660815304032192,3.5541809914421845,3.8603718875342667,3.742757348005216,3.41920173869487,3.9458828641943224,3.63392482803305,3.6846710031137175,4.031401868827901,3.703337426046106,3.6644082390947763,3.848774932572996,4.029818615216203,3.7491830206879366,4.417453206281775,3.922977191279533,3.6717028130631437,3.5614938134215643,3.850479333209707,4.123703631923049,3.9046852594482178,3.516573224063698,3.933264136507924,3.706696279472209,3.7441218095391005,3.968711151035411,3.504997342183749,3.940328411113838,3.6490892037691043,4.176567240182413,3.8098702747402715,3.961987934486605,4.210345016314972,3.7969806520619107,3.7020731247586895,3.877967514675139,4.0728249617273935,3.381903638077715,3.636501569038047,2.905739314203308,3.8905524764690975,3.6891147424988633,3.772909744382022,4.182237578230126,3.7019142104922222,3.5810020615749942,3.6630156924581594
5,0.4166666666666667,3.5266726327088023,3.4917396109425876,3.3420447821055945,4.12311968359179,3.8644980309368435,3.0545955546039787,4.642927761837536,3.676624232335715,3.0166592890148816,3.8215353844673623,4.019466815206186,4.210259277437096,3.64878089361912,3.3877689501900843,3.6785331648160287,3.6611813390107972,2.7073456311821333,4.195135257834554,3.1875118775280056,3.791558076317339,4.398895451297783,3.633135848172549,4.186042592048392,2.8622869928215287,4.272934248505583,3.4981199176116258,3.3119374855315193,3.7604579004883174,3.4308575460182893,3.7152303666848483,3.28437419791264,4.146923077906246,4.030505989075728,3.8150287890933168,3.3880994743591972,4.0558112194910105,4.0991693793102595,2.8235759573451853,3.6330235112251237,4.189859651879608,3.8650384020442643,3.0689105444602176,3.2294369967698895,3.3111322029596537,3.4222720119379284,3.769253023008739,3.1634040044012863,3.963003012194625,4.265839747295115,3.456126691260582,3.5079265813702785,3.9822959841379526,3.2848721096541773,3.4802277048838217,3.378624212847813,3.4769672380823375,3.5229910338915573,2.869372082169193,4.191815050013764,3.310967971061508,3.866071976234476,3.9024655911570942,3.6805311249049426,3.431058703711423,3.7542493926700184,4.023313717730737,3.7461910361327684,4.4348250935800815,3.71306410650084,3.4400223276390465,3.107423014097276,3.818979798368985,4.203304032220516,4.091507092273096,3.4423182651252104,3.6437307722425274,3.231687519114973,3.816532332329185,3.4732199502230063,3.3016725063552714,3.7591645178884763,3.4996101921641225,4.046811867685349,3.7014916775051763,3.342750392305591,4.076277712348101,3.2152969033863292,3.712726123799201,3.6308248151770894,3.5049530226137033,3.084207871600376,3.386973806341384,3.010039325038934,3.7936650910665857,3.6222794541501133,3.873147062098386,4.02609020181836,3.716959661347194,3.582290579203768,3.2702055207039926
6,0.5,3.4891393439570857,3.4412890072028977,3.047772208548098,4.130398012597167,3.458103510476139,2.8175613679622047,4.132691202440928,3.8810098651812677,2.864325737178276,4.1473236922154415,4.07171907841058,4.190998031649225,3.423865244863633,3.071395543247072,3.675589871431272,3.539273428018195,2.334034592521599,3.7825540020402513,2.8891847219351017,4.048173446717231,4.732527788677578,3.5666502542374974,4.106955007549318,2.689365654797729,3.9767417302457897,3.6662281036515303,3.5802835535389392,3.473767485070688,3.307258458511992,3.5174463064199095,3.0935982491636795,4.275519793747221,3.659353897042302,3.8004333416013525,3.4269738571905033,3.918776126033627,4.169262774547124,2.747636107509367,3.7691551324401766,3.7762212101412533,3.6871168846370295,2.9484234279454515,2.587984703006608,2.9870224618053123,3.152405915141676,3.851209126804596,2.9155561708216466,3.690888305770452,4.320385960152923,3.0251636632596512,2.9860828157846075,3.8015155243916574,2.8884097392429835,3.090889532866327,3.386532547366814,3.545194152570341,3.573664717218022,2.985721970267758,4.3313550493364525,2.778136677803605,3.848134379563976,3.688250189990805,3.4232667246382893,3.4362296918375694,3.3000431296257813,3.5642682867162474,3.7652194608950627,4.422947396458614,3.6327146627661184,3.1568366563902424,3.1501203015897685,3.847180996699693,4.111433768381822,3.7471557107881193,3.2501446677306536,3.70390563210165,3.3908552687341893,3.643183959467813,3.316116921659235,3.1626115286762735,3.7063576627253294,3.276100511497916,3.3588791999366943,3.8325754007233725,3.5952272249990904,3.8450540069767993,2.8952902230358144,3.577559815346085,3.485773186739806,3.5970412173895268,2.9889966139834976,3.121395152276475,2.6401476159955295,3.8590304018021104,3.634799004299226,3.9773351631460585,3.7237682273725046,3.9772587209949846,3.1258319086400004,3.3056437451406073
7,0.5833333333333334,3.4444053191075006,3.3648779351348086,2.8834586111287503,4.049300941653019,3.4775880596430784,2.7149623532292817,4.136241749357998,3.6333236670927436,2.6658434821976065,3.919488502295313,3.8779886483727677,4.368284992275719,3.490583146049732,2.7775718609389273,3.683837470979091,3.3818643145645715,2.1211437286111443,3.4050008689834885,3.0065285474609604,3.694387659835749,4.640015321289319,3.297770964583512,4.181949153472135,2.545353305658266,3.869580836393385,3.566604706392986,3.561721683921705,3.397425428592604,3.220051164535926,3.3344689593947345,2.6999285386128635,3.970341060447872,3.7239677843002723,3.65936293675896,3.215034069402785,3.556921552086196,3.7438536057452163,2.529537190926541,3.867487238582375,3.5848454730788863,3.687916065749798,2.749898077113861,2.6393177379928194,2.838778162245857,2.8273161123545365,3.7174020408381248,3.2056474545309146,3.9701977204046104,4.336851154404077,2.919861286903958,2.9692733546665346,3.785263553352216,2.802928414047237,3.101289614932025,3.349542909708614,3.402726585244841,3.254864125861718,2.8157693511242208,4.410534079311096,2.6946198208515533,3.8284451425452377,3.552031532773528,3.1320364666272873,3.3095386908421918,3.0165663574588004,3.2673348979184462,3.9272244241277683,4.257414771353037,3.404729851415312,3.403017091995702,3.2353527788345744,3.6928255160891226,4.116614821968965,3.6202569827063367,3.0328997683436003,3.7195381575051263,3.2471038123775817,3.578945792808571,3.4423050971686706,3.2671027105042945,3.5165551781792086,3.2950758482081683,3.054126725141513,3.843019657983443,3.545742029303011,3.8411472077909585,2.7581614747971814,3.9161254341025566,3.226119127970634,3.712541836088109,2.704444717596657,3.144428200924569,2.6787058492165103,3.7901387398369852,3.456154417116387,3.9254192246674195,3.6977192681911455,4.255862667770025,2.872882925133847,3.1156763239330036
8,0.6666666666666666,2.967795045501736,3.074263687697779,2.687983125499979,3.9987914977569115,3.604048991389966,2.7770821324068775,3.818739921484969,3.4791949207203867,2.6040801756077805,3.786625814784391,3.7438068832326983,3.941120151182411,3.1800331278622327,2.619314036636221,2.9832805106391045,3.43157921876493,1.7698667458229005,3.463930628816995,3.0488054739957566,3.5055837587476497,4.758830037655099,3.3682820434662495,4.039045098915098,2.3838982493730545,4.009729556190647,3.533831480066506,3.6920943350295747,2.838952167693175,3.161340482236504,2.9390622696878137,2.617572149530073,4.033273706080728,3.9933335593514503,3.39146207668899,3.0310394141653507,3.458422565722788,3.4684419308201027,2.6492142302254473,3.773318197581598,3.5299344329561757,3.7327565636123774,2.658198426974141,2.3981811250332297,2.748600952195498,2.5779526702797098,3.6593541154569973,3.327323317202572,3.6539834968194027,3.9479792116758077,2.8520178785105244,2.737296294019831,3.7117428479178836,2.7898072465036754,2.592794453189234,3.4092157854414635,3.0889968979773466,3.1718110366576,2.6059391510045042,4.218280947056043,2.95748933335219,3.8125321487024966,3.6543238045463804,3.084075607322009,3.355293104509855,3.022377301906911,3.2398147934773345,4.06922094926669,4.207757373649175,3.7844965090268126,3.5168915567098447,2.928089219268193,3.577723893802415,4.115600579612322,3.549708473364027,3.092766863991293,3.7997982265469203,2.895639969740583,3.756725105948993,3.2635409532105517,3.068886374254405,3.3170692695049304,3.3787175051093423,2.9224517567144344,3.629784407506942,3.381344476955873,3.400857690448205,2.5117847358735608,3.5870778803860857,3.093592308189861,3.766157135796575,2.7384357461554107,3.318410527754944,2.8091338937011465,3.604125816578784,3.3809123994556005,3.838640619995781,3.186254330096922,3.930446972726969,2.761690570392876,3.0027509131211594
9,0.75,3.113199518884712,3.3621964081519904,2.719797524562252,3.9065953927495296,3.3497003426574774,2.7166053016991687,3.8191056164638706,3.1454891784213594,2.7518764041631307,3.66103126274946,3.8766818006438464,3.8981547387417805,3.2009085676095137,2.440750279625594,2.87563404902055,3.521138689346378,1.7080921904554045,3.2022438561333786,3.032693205897114,3.54342621065713,4.991977833681688,3.5606169157711824,3.98503757674067,2.2370017931762254,3.9228970698563668,3.38880432818476,3.753689281313592,3.0103208875727008,3.3717369630981127,2.8179399441528674,2.4771888760028538,3.90776999870194,3.5640764711271173,3.110290121661631,2.985598757196911,3.4950958066378575,3.5275832566568237,2.454787455336023,3.6342499065393183,3.4360193939517196,3.6158974626373768,2.758932842521294,2.0983137484226604,2.4797934806323356,2.4806021059832686,3.344789961036735,2.9060764286967626,3.313729097461602,3.8584039254471527,2.9407123800955124,2.830465759235069,3.99073063130182,2.772350691776078,2.6028732092231754,3.3194411590341524,3.0097879340934326,3.5511715230944896,2.6210405988905743,4.246823781986881,2.6890001187534986,3.85458164270117,3.746600815703739,3.268629758809066,3.4426397095908805,2.958428272685588,3.1667420990381494,4.013641451411787,4.187865898521133,3.998926372959362,3.6927915559506483,3.0411930093443615,3.945750748202163,3.5404670692596354,3.417440841662294,3.051851447646576,3.6242571832522184,2.6705953217987877,3.371251737920412,3.1618847500086407,3.2100037289557126,3.4334268945389073,3.1881684891952764,2.928499189198729,3.8626816544802796,3.036426877975903,3.329510534232791,2.532175902995746,3.549205750541494,3.2259253968504424,3.4247481418224903,2.498493795223576,3.4162931093516447,2.429031684406645,3.7273702589291178,3.4319598559536564,3.9472587024207773,3.053039807091279,3.992185188656682,2.4882287907972898,2.88100734960002
10,0.8333333333333334,2.9768500574085937,3.524040706290183,2.639516746202969,3.8814692301405307,3.45213471099099,2.6643557741608737,3.4100668233949736,3.3134880195272816,2.9640024783046908,3.249716989722557,3.6234039229468786,4.262191609205827,3.206021162777253,2.4017735133660114,2.7490316592373523,3.2712835277519425,1.6310993511970278,3.356782987796436,2.9883660704181065,3.6238175744328487,5.301314494293214,3.4012854564814408,4.002448760704835,2.399986637981034,3.6917227627751847,3.382581571240712,4.087581896842115,2.9007188690088985,3.544757597997651,2.748896981868789,2.7996319405431374,3.53320665069232,3.534651137142107,2.7712568271448355,2.803470680576373,3.3104979718158454,3.431440911283439,2.1758782925324094,3.5771346493538747,3.486523587188818,3.26492241694087,2.5906448828510453,2.570936025629662,2.506274037371585,2.074931039325671,3.020948732501276,2.91069215406728,3.2921174065132655,3.6969261408492895,3.341247259370345,3.3169047070345696,3.893948307273047,2.907541231232708,2.7485937070370303,3.4900818540864798,2.839835660798241,3.8990814725088754,2.56709086795215,4.2875567283461775,2.6490992412771495,3.7832390779748857,3.7596826151452998,2.9881702315217598,3.0036844042975956,2.874492702817129,2.948020689753737,4.080220666955128,4.231120988543199,3.9580526513737295,3.9481852535474857,2.998746802353224,3.608796129429802,3.4530104839198,3.6110030950820438,2.6313642469255414,3.56267895386806,2.7461596862180344,3.8630844113530474,3.3635916994596546,3.1950824031550167,3.496073450987261,2.7646351180101747,2.6762973229508398,3.9504613662100465,3.0276863194003396,3.3457156636489773,2.4991224524655977,3.505718326105177,3.2049890419539984,3.170034955826212,2.4125788207619743,3.123745934464419,2.264655355849142,3.925177124324027,3.3534079424405263,4.023733034714999,3.03502430650137,3.871142990590051,2.245411084051459,2.7596908481546114
